,tweet,label
202,"@bt_uk You had nearly 2 years to fix it and didn't. Are you suggesting two years and one month is the right time and I am being unreasonable? If that's the case, colour me embarrassed. Imagine missing out on your excellent service by weeks.
#btcustomerservice #btbroadband",-1
203,@EE Wife got home to find all is well. Thanks for your assistance today.,1
204,@EE recently got a new phone on insurance as accidentally damaged step daughters and weâ€™ve been sent a iPhone 11 not 12? Can someone assist please asap ? Thanks,1
205,"@bt_uk That doesn't fix the problem that, when the internet goes down, I can't make landline calls. That was your decision, not mine.",-1
206,"@rstorry Yes you can! ðŸ˜Š To add an Apple Watch connectivity plan to your current Vodafone plan, it's Â£7 or Â£3.50 with a 50% discount, if you have an Xtra plan with the discount included. You can add one to your account in the My Vodafone app. Con",1
207,"@alitwy @lesleymacniven @VodafoneUK @tescomobile Definitely and it takes our #energy as we have to listen and wait for the person to speak. Simple solutions:
Ask us do we want to listen to the music
Do we want a call back. Its not rocket science.",-1
208,@VodafoneUK whatâ€™s going on with your Internet tonight? Itâ€™s so slow.,-1
209,"@Cathrynmaginni1 Sorry to hear this Cathryn, Is this on a wired or wireless connection and have you reported a fault to us via-

Text HELP to 61998 (charges may apply at your standard rate).

https://t.co/OXhq1iB0S8 ^Ian @BT_UK Team",-1
210,My @EE broadband is so useless I have to use 4g to do my @Etsy listings,-1
211,"@EE I am trying to return a product but the post office cannot scan the barcode to process, can someone please advise me on what I'm supposed to do as your instructions are very basic, and the post office has no clue either.",-1
212,@VodafoneUK #vodaphonetreats kingfisher times https://t.co/DkG9UOo4Kb,1
213,"@leonie_wooster Hey Leonie ðŸ‘‹ If you would like to drop us a DM, we can take a look at any issue you might be having. When you send a DM, you'll be greeted by our BOT. Select 'Get Started' and 'Asked to DM' I'll take a further look into this. Kelly https://t.co/zZC6gSR1Ak",-1
214,"@great_teller Hi Sharon. I do hope you're keeping well. You can of course report any such calls to the police, they will work with networks to investigate any abusive calls being made. -Ashleigh",1
215,@disruptivedean Hi Dean ðŸ‘‹ Please check your postcode in our Network Status Checker here ðŸ‘‰ https://t.co/PboCGKkBnU for any potential issues. If there are no known problems then feel free to DM so we can go through some troubleshooting ðŸ”§ Thomas https://t.co/zZC6gSR1Ak,-1
216,"@EE no I canâ€™t, internet has dropped out yet again ðŸ˜©ðŸ˜©",-1
217,"@VodafoneUK this is not working, no one is responding via DM and your online chat person has just hung up on her. We need help quickly, her other accounts have now been compromised and she needs her phone number back to recover them",-1
218,Thatâ€™s our team done for the evening. Weâ€™ll be back at 7am tomorrow. Want to pay a bill through the night? Head over to My EE https://t.co/bXUtaDKlCL,1
219,@MarcAllera @EE @crazymike1988 :-) famous Mike,1
220,@ee ã€€r18-20ã€ç”·å¥³ä¸å•ã€ #RTã—ãŸnrã•ã‚“ã§æ°—ã«ãªã£ãŸäººãŠè¿Žãˆ https://t.co/Qom0Ogttzg,1
221,@bt_uk @bt_uk have replied with details via PM thanks,1
222,@VodafoneUK When I actually get a signal!!,-1
223,@HandsCallum Don't forget you can also leave us a review here: https://t.co/04HlBoQHAt -Olivia,-1
224,Mother's Day is approaching ðŸ’ and all @VodafoneUK customers can grab a free card from @thortful with #VeryMeRewards through the My Vodafone app! https://t.co/rr9ZP9M6U1,1
225,@michael_rudloff @EE You clearly have enough money to sponsor the BAFTAs and claim to be the biggest and best phone company you could use some of that money so you donâ€™t have to pass costs on to customers i think now is a bad time to increase prices by such a huge margin given the current climate.,-1
226,@VodafoneUK #DreamHoliday Thailand and haggle with locals ðŸ¤© #WIN #verymerewards https://t.co/i71duU2yRF,1
227,@VodafoneUK Iâ€™m so happy whenâ€¦ you are home safe!,1
228,"Who would put their neck on the line to prove the power of a network? Brave and beautiful Tom Ellis, of course! Featuring a London Barber and Robot Arm. You just canâ€™t make this up.",-1
229,"@ladyvaio Before sending you a new device Donna, we'd always try to repair your current handset first. You can speed this process up by popping your handset into a local store. They'll check it over and get it sent off to the repair centre for you.
Mark",-1
230,@TheGingerGuy22 Hello Kris so glad to see you are happy with the service you received. Let us know if you need anything further ^Alannah,1
231,"Speaking now is Danny Manu @mymanuofficial at Tech Industry Gold Live @bt_uk 

From music production to global mobile audio brand.

#TechIndustryGoldLive #TIGLive @BTEarlyCareers @techUK https://t.co/g6w1XhlJrc",1
232,@ruby_melling @techskillsorg And what a view from the 17th floor of @bt_uk #techindustrygoldlive https://t.co/Z24y7ZeFAt,1
233,@VodafoneUK Thank you Davo,1
234,"@Punkdude1981 Ah right, I am pleased you have that to check. Sorry, you are right, I will not have any further information than that. We will get it to you as quickly as we can. - Sarahjane",-1
235,"@KevinJolliffe Ah that makes perfect sense Kevin, the watch is great to have just attached to Bluetooth also :) It would need to be a call to the cancellation team, as our live chat agents can't submit the cancellation request I'm afraid. -Ashleigh",-1
236,"@MarkblokeN Hi Mark, sorry for any confusion over this, I have marked on your account that you have returned the hub so there will be no charge. ^Paul",-1
237,@EE put up a temporary mast so we see no loss of service then https://t.co/9fKNBnWJL5,-1
238,It's the weekly #Manutd falling apart chat show hosted by @bt_uk https://t.co/Ho4xgnmMK5,1
239,"@EE every time I try text through Siri it fails to send, even though I have signal?",-1
240,So at the moment my internet is getting cut off at midnight. But @bt_uk have done it in a way that my new provider canâ€™t take the line over. This means I will be without internet for the next 7-14 days. Anyone in the area have a spare room I can stream from for the next 2 weeks. https://t.co/iod6lDIiOm,-1
241,@Michael57690152 @EE Still waiting for mine from Feb 28th also ðŸ˜©ðŸ˜©,-1
242,@EE Â£85ppm???? ðŸ¤£ðŸ¤£,1
243,"@Paula_Griffin65 Also, your postcode has been posted publicly, for security you may want to remove this and send it over via DM. 2/2 - Rachel https://t.co/m14c5xhQi0",-1
244,My emails @bt_uk landline @O2 mob @Skype are #HACKED post stolen from ANY decent police solicitors journalists with legal help/national press campaign-Im #stalked daily-no friends unless #spycop minders @pritipatel push @ClarenceHouse STOP the sadistic @GOVUK #hacking @UN_HRC @UN https://t.co/cq2jogYvsu,-1
245,"@wizzair @EE Â£31.50 and your operative was of no help whatsoever, plus no notification that the call was a premium call. @Ofcom is this acceptable? @ee has rescinded the cost somewhat by issuing a Â£20 credit however @wizzair this is completely out of order! Helplineâ€¦helping whom?",-1
246,@bt_uk hi. My Internet has been down for 3 days. Any idea when it might be fixed please? Also I assume Iâ€™ll get some money back through my bill? Ta,-1
247,"@EE Im okay, Iâ€™m not doing anything, I might go to a duck pond not sure yet :) how about you?",-1
248,@bt_uk How do I know if its a network fault or not?,-1
249,"@EE how wonderful EE is, taken money from my account, no phone arrived, called just sent around in circles, not being able to talk to anyone. There is another account due for renewal the way you have treated us, lied to us, there is fat chance of that rather use more code.",-1
250,@EE Hello I'm interested in an upgrade to an oppo x5 but says no plan available.,-1
251,"@GayleRighton Hi,

Thanks for the message and sorry to hear of this situation.
[;ease advise your BT account number / details and we will check the matter further.

Rgds ^Trevor",-1
252,@pipebrush @EE I haven't heard nothing off them at all. Did you get a message or anything before hand?,-1
253,"There is no technical support if you buy a @bt_uk cordless phone and think there might be a fault with it. Their website help is only for broadband, mobiles etc. They attempt to help but answers provided turn out to be incorrect and based on no technical knowledge of the product.",-1
254,@bt_uk Still waiting to see if virgin media ever get back to me I've been waiting 3 days now,-1
255,@EE Yo this is great but I donâ€™t live in leeds,-1
256,@benjaminjmiller @VodafoneUK Same in Aberdeen,1
257,@FMDoop @bt_uk Internet companies are so bad its unreal,-1
258,@iD_Mobile_UK @OPPOMobileUK @EE Looking forward to it Tom. Is there a way to submit my PAC in advance or not until I have the new SIM?,-1
259,"BSL users can also contact us using a sign language interpreter through the Interpreters Live! service, available from 8am to midnight, 7 days a week. If an interpreter is not immediately available, you can hold or retry later.

Find out more here: https://t.co/Sf62O88Q25",-1
260,@racingfront @MogP @EE @BBCNews Reckon he hit the wrong tweet at a guess ðŸ¤£,-1
261,"@EE Thanks Rachel, will sort it out after work once we get the text.
Appreciate you getting back to be. Lynn",1
262,@EE  where's this months update for the pixel 6 pro please?,-1
263,Also why is every mobile network that offers decent priced unlimited data plans is @ThreeUKSupport which has the worst speeds on the market!! Donâ€™t get me started on @VodafoneUK s stupid service that has â€œspeed tiersâ€,-1
264,@disruptivedean @ianw1965 @VodafoneUK Sounds like they source their glazing from the same place as the FCDO. 45dB and up!,1
265,@bt_uk Still no internet since Sunday ðŸ˜¡,-1
266,"@EE I have travel data pass and roam further; and i am in Australia, but I can only get SOS on my service? The same happened in America a couple of months ago?",-1
267,@VodafoneUK Iâ€™m so happy when I receive a #VodafoneTreat #InternationalDayOfHappiness,1
268,@LizzieT67208271 Are there any faults listed here  https://t.co/MzA036xsMJ If not then follow the instructions below: ^Kevin,-1
269,"@EE Same number. I was an EE PAYG customer 2008-2011, then ported my number to O2, and ported it back a few weeks ago.",-1
270,Had forgotten how irritating and useless @bt_uk can be â€¦on hold for 14 minutes so far.,-1
271,"@NoDPI @TideLineArt @PKPorthcurno @signalsmuseum @bt_uk Harsh, but fair",1
272,@EE How long does it take for an upgrade order to show on my account. Ordered yesterday and still nothing,-1
273,@VodafoneUK Iâ€™m so happy when your here #vodafonetreats #InternationalDayOfHappiness ðŸ’•,1
274,3/ @bt_uk and all the while youâ€™re trying to work without internet. Oh but you do get Â£20 compensation. And another Â£ 25 if youâ€™re lucky. End of consumer rant.,-1
275,Our colleagues @bt_uk have a wealth of resources available to you and your family (for free) that will enable you to stay safe and get the very best experience while online at home #SkillsForTomorrow https://t.co/DcWZz3vXT6,1
276,"@Nat_lucks Hi Natalie, we want your travels to be trouble free, so I'm sorry to hear about this. Have you checked out our Roam Abroad add on, which is Â£10 per month https://t.co/SzfqKZwm1Z? -Rach",-1
277,"@JadeyBex Got it, for validation please confirm the name that appears on this account and what relation you are to this person? PM this information. ðŸ˜€ ^Aideen",-1
